SYMBOL,DATE,PRICE,SIZE
GOOG,20130225 14:00:00,799.10,236868
GOOG,20130225 15:00:00,793.79,458944
GOOG,20130226 9:00:00,792.85,328269
GOOG,20130226 10:00:00,790.36,473884
GOOG,20130226 11:00:00,787.32,332997
GOOG,20130226 12:00:00,788.62,198307
GOOG,20130226 13:00:00,790.35,178373
GOOG,20130226 14:00:00,792.51,249815
GOOG,20130226 15:00:00,790.15,372363
GOOG,20130227 9:00:00,793.91,423988
GOOG,20130227 10:00:00,797.35,450626
GOOG,20130227 11:00:00,799.25,168066
GOOG,20130227 12:00:00,801.50,292386
GOOG,20130227 13:00:00,802.72,121328
GOOG,20130227 14:00:00,803.39,146587
GOOG,20130227 15:00:00,802.79,349369
GOOG,20130228 9:00:00,804.28,391915
GOOG,20130228 10:00:00,803.51,387512
GOOG,20130228 11:00:00,805.06,233767
GOOG,20130228 12:00:00,804.20,180309
GOOG,20130228 13:00:00,805.37,149535
GOOG,20130228 14:00:00,805.44,218347
GOOG,20130228 15:00:00,802.79,300563
GOOG,20130301 9:00:00,798.61,386841
GOOG,20130301 10:00:00,800.40,413887
GOOG,20130301 11:00:00,802.94,302187
GOOG,20130301 12:00:00,804.78,239530
GOOG,20130301 13:00:00,805.91,193012
GOOG,20130301 14:00:00,805.87,186046
GOOG,20130301 15:00:00,805.60,335924
GOOG,20130304 9:00:00,811.46,587185
GOOG,20130304 10:00:00,813.06,557740
GOOG,20130304 11:00:00,813.95,265582
GOOG,20130304 12:00:00,813.06,184698
GOOG,20130304 13:00:00,814.48,210073
GOOG,20130304 14:00:00,817.95,319907
GOOG,20130304 15:00:00,821.40,473653
GOOG,20130305 9:00:00,833.10,1129885
GOOG,20130305 10:00:00,836.75,854591
GOOG,20130305 11:00:00,834.75,449570
GOOG,20130305 12:00:00,836.39,230627
GOOG,20130305 13:00:00,838.66,338557
GOOG,20130305 14:00:00,836.89,363944
GOOG,20130305 15:00:00,837.08,415107
GOOG,20130306 9:00:00,835.27,840065
GOOG,20130306 10:00:00,831.59,648513
GOOG,20130306 11:00:00,831.40,322500
GOOG,20130306 12:00:00,831.98,178619
GOOG,20130306 13:00:00,831.55,154532
GOOG,20130306 14:00:00,832.28,212319
GOOG,20130306 15:00:00,831.01,371762
GOOG,20130307 9:00:00,833.88,427223
GOOG,20130307 10:00:00,832.26,599594
GOOG,20130307 11:00:00,834.65,256564
GOOG,20130307 12:00:00,834.58,165054
GOOG,20130307 13:00:00,832.99,101957
GOOG,20130307 14:00:00,831.28,163373
GOOG,20130307 15:00:00,833.07,235158
GOOG,20130308 9:00:00,829.38,507355
GOOG,20130308 10:00:00,827.39,881827
GOOG,20130308 11:00:00,830.03,335764
GOOG,20130308 12:00:00,829.28,259802
GOOG,20130308 13:00:00,829.11,158419
GOOG,20130308 14:00:00,830.19,126635
GOOG,20130308 15:00:00,831.02,457122
GOOG,20130311 9:00:00,836.67,426224
GOOG,20130311 10:00:00,836.47,247562
GOOG,20130311 11:00:00,835.78,131432
GOOG,20130311 12:00:00,835.71,124072
GOOG,20130311 13:00:00,836.47,124050
GOOG,20130311 14:00:00,835.37,141599
GOOG,20130311 15:00:00,834.28,269658
GOOG,20130312 9:00:00,828.42,402158
GOOG,20130312 10:00:00,826.46,396406
GOOG,20130312 11:00:00,825.61,371892
GOOG,20130312 12:00:00,826.05,181107
GOOG,20130312 13:00:00,826.61,126339
GOOG,20130312 14:00:00,824.79,172334
GOOG,20130312 15:00:00,826.63,280879
GOOG,20130313 9:00:00,826.23,281483
GOOG,20130313 10:00:00,824.05,331751
GOOG,20130313 11:00:00,823.22,232735
GOOG,20130313 12:00:00,823.73,142477
GOOG,20130313 13:00:00,824.64,150832
GOOG,20130313 14:00:00,825.27,137967
GOOG,20130313 15:00:00,825.30,292149
GOOG,20130314 9:00:00,824.57,198611
GOOG,20130314 10:00:00,820.97,549281
GOOG,20130314 11:00:00,822.15,174783
GOOG,20130314 12:00:00,821.03,104770
GOOG,20130314 13:00:00,819.62,148733
GOOG,20130314 14:00:00,819.95,112443
GOOG,20130314 15:00:00,820.76,227858
GOOG,20130315 9:00:00,816.68,1581560
